article:ID,author:string[],author-aux:string,author-orcid:string[],booktitle:string,cdate:date,cdrom:string,cite:string[],cite-label:string[],crossref:string,editor:string[],editor-orcid:string[],ee:string[],ee-type:string[],i:string[],journal:string,key:string,mdate:date,month:string,note:string[],note-label:string,note-type:string[],number:string,pages:string,publisher:string,publnr:string,publtype:string,sub:string[],sup:string[],title:string[],title-bibtex:string,tt:string[],url:string,volume:string,year:int,abstract:string[]
2823552,Hsiao-Hwa Chen|Xiaoming Chen 0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/LCOMM.2013.042313.130481,NA,NA,IEEE Commun. Lett.,journals/icl/ChenC13,2020-08-20,NA,NA,NA,NA,6,1184-1187,NA,NA,NA,NA,NA,Interference-Aware Resource Control in Multi-Antenna Cognitive Ad Hoc Networks with Heterogeneous Delay Constraints.,NA,NA,db/journals/icl/icl17.html#ChenC13,17,2013,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1554445,Daiki Ikami|Kiyoharu Aizawa|Shota Horiguchi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/1712.10151,oa,NA,CoRR,journals/corr/abs-1712-10151,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Significance of Softmax-based Features in Comparison to Distance Metric Learning-based Features.,NA,NA,db/journals/corr/corr1712.html#abs-1712-10151,abs/1712.10151,2017,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2474303,D. Bruce Montgomery|Jiarong Fang|Larry Roderick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/JPROC.2009.2030241,NA,NA,Proc. IEEE,journals/pieee/FangMR09,2020-10-02,NA,NA,NA,NA,11,1848-1855,NA,NA,NA,NA,NA,A Novel MagPipe Pipeline Transportation System Using Linear Motor Drives.,NA,NA,db/journals/pieee/pieee97.html#FangMR09,97,2009,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
421626,Andrea Goldsmith|Boon Sim Thian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/TWC.2013.071913.121019,NA,NA,IEEE Trans. Wirel. Commun.,journals/twc/ThianG13,2020-09-06,NA,NA,NA,NA,8,3783-3795,NA,NA,NA,NA,NA,Reduced-Complexity Robust MIMO Decoders.,NA,NA,db/journals/twc/twc12.html#ThianG13,12,2013,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1312095,Jérôme Paul|Pierre Dupont,NA,0000-0003-4835-6519,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.neucom.2014.07.067,NA,NA,Neurocomputing,journals/ijon/PaulD15,2017-06-06,NA,NA,NA,NA,NA,471-480,NA,NA,NA,NA,NA,Inferring statistically significant features from random forests.,NA,NA,db/journals/ijon/ijon150.html#PaulD15,150,2015,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
826315,Anna C. T. Abelin|Barbara J. Wold|Brian A. Williams|Georgi K. Marinov|Kenneth McCue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1186/1471-2105-15-331|https://www.wikidata.org/entity/Q35438361,oa,NA,BMC Bioinform.,journals/bmcbi/AbelinMWMW14,2020-03-15,NA,NA,NA,NA,NA,331,NA,NA,NA,NA,NA,A ratiometric-based measure of gene co-expression.,NA,NA,db/journals/bmcbi/bmcbi15.html#AbelinMWMW14,15,2014,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2771050,Brad Jackson|T. D. Parsons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/0095-8956(82)90001-6,oa,r|r,"J. Comb. Theory, Ser. B",journals/jct/JacksonP82,2021-02-16,NA,NA,NA,NA,3,231-245,NA,NA,NA,NA,NA,Longest cycles in,NA,NA,db/journals/jct/jctb32.html#JacksonP82,32,1982,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1326599,Detlev Staud|Manfred Geiger|Marion Merklein|Markus Kaupper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s11740-007-0072-2,NA,NA,Prod. Eng.,journals/peng/GeigerMSK08,2020-08-06,NA,NA,NA,NA,1,15-20,NA,NA,NA,NA,NA,An inverse approach to the numerical design of the process sequence of tailored heat treated blanks.,NA,NA,db/journals/peng/peng2.html#GeigerMSK08,2,2008,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2466828,Chika Okafor|Daniel Grooms|Evangelyn C. Alocilja|Steven Bolin,NA,0000-0002-2895-8347,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.3390/s141019128|https://www.wikidata.org/entity/Q34553934,oa,NA,Sensors,journals/sensors/OkaforGAB14,2018-11-14,NA,NA,NA,NA,10,19128-19137,NA,NA,NA,NA,NA,Comparison between a Conductometric Biosensor and ELISA in the Evaluation of Johne's Disease.,NA,NA,db/journals/sensors/sensors14.html#OkaforGAB14,14,2014,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
821178,Hui Zhao|Kathleen Marchal|Kristof Engelen|Lore Cloots|Pieter Meysman|Riet De Smet|Tim Van den Bulcke|Valerie Storms|Yan Wu,NA,0000-0001-5903-633X|0000-0001-6215-1689|0000-0002-2169-4588,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1186/1471-2105-12-S1-S37|https://www.wikidata.org/entity/Q33827008,oa,NA,BMC Bioinform.,journals/bmcbi/ZhaoCBWSSMEM11,2020-03-15,NA,NA,NA,NA,NA,S37,NA,NA,NA,NA,NA,Query-based biclustering of gene expression data using Probabilistic Relational Models.,NA,NA,db/journals/bmcbi/bmcbi12S.html#ZhaoCBWSSMEM11,12,2011,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
563479,Jun Ma|Lei Zhang 0053|Zhenpo Wang,NA,0000-0002-1763-0397,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/ACCESS.2017.2723436,oa,NA,IEEE Access,journals/access/WangMZ17a,2018-07-04,NA,NA,NA,NA,NA,15372-15379,NA,NA,NA,NA,NA,Finite Element Thermal Model and Simulation for a Cylindrical Li-Ion Battery.,NA,NA,db/journals/access/access5.html#WangMZ17a,5,2017,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
217631,Alireza Sadeghian|Maryam Arvandi|Shuwei Wu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/MCI.2008.919075,NA,NA,IEEE Comput. Intell. Mag.,journals/cim/ArvandiWS08,2021-02-25,NA,NA,NA,NA,2,42-53,NA,NA,NA,NA,NA,On the use of recurrent neural networks to design symmetric ciphers.,NA,NA,db/journals/cim/cim3.html#ArvandiWS08,3,2008,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
288667,Li Yan|Nan Mo,NA,0000-0001-6918-4416,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.3390/rs12162558,oa,NA,Remote. Sens.,journals/remotesensing/MoY20,2020-12-29,NA,NA,NA,NA,16,2558,NA,NA,NA,NA,NA,Improved Faster RCNN Based on Feature Amplification and Oversampling Data Augmentation for Oriented Vehicle Detection in Aerial Images.,NA,NA,db/journals/remotesensing/remotesensing12.html#MoY20,12,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
663517,Chunhua Yang 0002|Haiyang Wang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.4304/jsw.3.9.52-59,archive,NA,J. Softw.,journals/jsw/YangW08,2021-11-19,NA,NA,NA,NA,9,52-59,NA,NA,NA,NA,NA,Formal Models for Architecture Aspects and Their Weaving.,NA,NA,db/journals/jsw/jsw3.html#YangW08,3,2008,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1157761,Dongxiao Yu|Francis C. M. Lau 0001|Qiang-Sheng Hua|Yuexuan Wang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.tcs.2010.02.016,oa,NA,Theor. Comput. Sci.,journals/tcs/HuaWYL10,2021-02-17,NA,NA,NA,NA,NA,2467-2474,NA,NA,NA,NA,NA,Dynamic programming based algorithms for set multicover and multiset multicover problems.,NA,NA,db/journals/tcs/tcs411.html#HuaWYL10,411,2010,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
988581,Guoliang Fan|Xiang-Gen Xia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/97.917691,NA,NA,IEEE Signal Process. Lett.,journals/spl/FanX01,2021-03-02,NA,NA,NA,NA,5,125-128,NA,NA,NA,NA,NA,Image denoising using a local contextual hidden Markov model in the wavelet domain.,NA,NA,db/journals/spl/spl8.html#FanX01,8,2001,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
132254,Anders Björner|Jonathan David Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.combinatorics.org/Volume_12/Abstracts/v12i1n4.html,oa,NA,Electron. J. Comb.,journals/combinatorics/BjornerF05,2020-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chain Polynomials of Distributive Lattices are 75% Unimodal.,NA,NA,db/journals/combinatorics/combinatorics12.html#BjornerF05,12,2005,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2085454,Defeng Sun|Kim-Chuan Toh|Xudong Li 0004,NA,0000-0002-9275-1965|0000-0003-0481-272X,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s10107-014-0850-5,NA,NA,Math. Program.,journals/mp/LiST16,2020-10-26,NA,NA,NA,NA,NA,333-373,NA,NA,NA,NA,NA,A Schur complement based semi-proximal ADMM for convex quadratic conic programming and extensions.,NA,NA,db/journals/mp/mp155.html#LiST16,155,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2791197,Samit Basu|Yoram Bresler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/83.846251|https://www.wikidata.org/entity/Q57188869,NA,NA,IEEE Trans. Image Process.,journals/tip/BasuB00,2020-05-10,NA,NA,NA,NA,6,1094-1106,NA,NA,NA,NA,NA,Uniqueness of tomography with unknown view angles.,NA,NA,db/journals/tip/tip9.html#BasuB00,9,2000,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1015166,Chunhua Li|Shihao Wang|Weikang Gong|Yang Liu|Yanpeng Zhao|Zhongjie Han,NA,0000-0001-8797-784X,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1021/acs.jcim.0c01178,NA,NA,J. Chem. Inf. Model.,journals/jcisd/GongLZWHL21,2021-03-23,NA,NA,NA,NA,2,921-937,NA,NA,NA,NA,NA,Equally Weighted Multiscale Elastic Network Model and Its Comparison with Traditional and Parameter-Free Models.,NA,NA,db/journals/jcisd/jcisd61.html#GongLZWHL21,61,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1393239,Jennifer Seiler|Sheila Miguez|Victoria Stodden,NA,0000-0003-2855-3945,NA,NA,NA,NA,NA,NA,NA,NA,http://doi.ieeecomputersociety.org/10.1109/MCSE.2015.18|https://doi.org/10.1109/MCSE.2015.18,NA,NA,Comput. Sci. Eng.,journals/cse/StoddenMS15,2020-03-12,NA,NA,NA,NA,1,12-19,NA,NA,NA,NA,NA,ResearchCompendia.org: Cyberinfrastructure for Reproducibility and Collaboration in Computational Science.,NA,NA,db/journals/cse/cse17.html#StoddenMS15,17,2015,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
228860,Kyung Kim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s10758-017-9321-4,NA,NA,Technol. Knowl. Learn.,journals/tkl/Kim19,2020-03-10,NA,NA,NA,NA,1,89-95,NA,NA,NA,NA,NA,Graphical Interface of Knowledge Structure: A Web-Based Research Tool for Representing Knowledge Structure in Text.,NA,NA,db/journals/tkl/tkl24.html#Kim19,24,2019,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2020637,Gregory D. Hager|Gyusung I. Lee|Mija R. Lee|S. Swaroop Vedula|Sanjeev Khudanpur|Yixin Gao,NA,0000-0001-8854-8959,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s11548-016-1386-3|https://www.wikidata.org/entity/Q39855201,NA,NA,Int. J. Comput. Assist. Radiol. Surg.,journals/cars/GaoVLLKH16,2019-07-11,NA,NA,NA,NA,6,987-996,NA,NA,NA,NA,NA,Query-by-example surgical activity detection.,NA,NA,db/journals/cars/cars11.html#GaoVLLKH16,11,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1333962,Anindya De|Ilias Diakonikolas|Rocco A. Servedio|Vitaly Feldman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1145/2590772,NA,NA,J. ACM,journals/jacm/DeDFS14,2018-11-06,NA,NA,NA,NA,2,11:1-11:36,NA,NA,NA,NA,NA,Nearly Optimal Solutions for the Chow Parameters Problem and Low-Weight Approximation of Halfspaces.,NA,NA,db/journals/jacm/jacm61.html#DeDFS14,61,2014,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
340902,Bin Chan|Mark Green|Wenping Wang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.20870/IJVR.2000.4.4.2656,NA,NA,Int. J. Virtual Real.,journals/ijvr/ChanWG00,2021-02-26,NA,NA,NA,NA,4,55-70,NA,NA,NA,NA,NA,Design and Speedup of an Indoor Walkthrough System.,NA,NA,db/journals/ijvr/ijvr4.html#ChanWG00,4,2000,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2459480,Anthony Gachagan|Paul Murray|Xiaotong Li,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.3390/s20185370|https://www.wikidata.org/entity/Q99604778,oa,NA,Sensors,journals/sensors/LiGM20,2020-12-25,NA,NA,NA,NA,18,5370,NA,NA,NA,NA,NA,Design of 2D Sparse Array Transducers for Anomaly Detection in Medical Phantoms.,NA,NA,db/journals/sensors/sensors20.html#LiGM20,20,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1837987,Aina Garí Soler|Marianna Apidianaki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2105.01180,oa,NA,CoRR,journals/corr/abs-2105-01180,2021-05-12,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Scalar Adjective Identification and Multilingual Ranking.,NA,NA,db/journals/corr/corr2105.html#abs-2105-01180,abs/2105.01180,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1598106,Isabella Nogues|Jiawen Yao|Jing Xiao 0006|Kai Cao|Le Lu 0001|Ling Zhang|Lingyun Huang|Tianyi Zhao|Zhaozheng Yin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2012.04701,oa,NA,CoRR,journals/corr/abs-2012-04701,2021-08-30,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,"3D Graph Anatomy Geometry-Integrated Network for Pancreatic Mass Segmentation, Diagnosis, and Quantitative Patient Management.",NA,NA,db/journals/corr/corr2012.html#abs-2012-04701,abs/2012.04701,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2554808,Oliver Wilhelm|Ulrich Schroeders,NA,0000-0001-7980-1166|0000-0002-5225-1122,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.chb.2010.11.015,NA,NA,Comput. Hum. Behav.,journals/chb/SchroedersW11,2020-02-18,NA,NA,NA,NA,2,899-904,NA,NA,NA,NA,NA,"Computer usage questionnaire: Structure, correlates, and gender differences.",NA,NA,db/journals/chb/chb27.html#SchroedersW11,27,2011,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
554779,Arslan Munir|Joonho Kong|Yeongmin Kim,NA,0000-0002-3126-8945|0000-0002-9013-9561|0000-0003-3497-3647,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/ACCESS.2020.3039278,oa,NA,IEEE Access,journals/access/KimKM20,2020-12-17,NA,NA,NA,NA,NA,211422-211433,NA,NA,NA,NA,NA,CPU-Accelerator Co-Scheduling for CNN Acceleration at the Edge.,NA,NA,db/journals/access/access8.html#KimKM20,8,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
351085,Connor Graham|Mark Rouncefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.4018/ijpop.2011010102,NA,NA,Int. J. People Oriented Program.,journals/ijpop/GrahamR11,2020-06-21,NA,NA,NA,NA,1,25-52,NA,NA,NA,NA,NA,Probes as a People-Oriented Method.,NA,NA,db/journals/ijpop/ijpop1.html#GrahamR11,1,2011,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
314174,Radu Grosu|Scott A. Smolka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.entcs.2006.04.033,oa,NA,Electron. Notes Theor. Comput. Sci.,journals/entcs/GrosuS06,2021-02-12,NA,NA,NA,NA,NA,203-207,NA,NA,NA,NA,NA,Monte Carlo Methods for Process Algebra.,NA,NA,db/journals/entcs/entcs162.html#GrosuS06,162,2006,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
434353,Antonio Cianfrani|Davide Aureli|Marco Listanti|Marco Polverini|Stefano Secci,NA,0000-0002-6129-0676|0000-0003-3488-8901,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.comnet.2021.108624,NA,NA,Comput. Networks,journals/cn/AureliCLPS22,2022-01-08,NA,NA,NA,NA,NA,108624,NA,NA,NA,NA,NA,Augmenting DiffServ operations with dynamically learned classes of services.,NA,NA,db/journals/cn/cn202.html#AureliCLPS22,202,2022,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1763369,Artur Sterz|Bernd Freisleben|Boris Koldehofe|Johannes Pfannmüller|Jonas Höchst|Manisha Luthra|Rhaban Hark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2012.05070,oa,NA,CoRR,journals/corr/abs-2012-05070,2021-01-02,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Efficient Complex Event Processing in Information-centric Networking at the Edge.,NA,NA,db/journals/corr/corr2012.html#abs-2012-05070,abs/2012.05070,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1684513,Devavrat Shah|Gregory W. Wornell|Urs Niesen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/0804.0635,oa,NA,CoRR,journals/corr/abs-0804-0635,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Source Coding with Mismatched Distortion Measures,NA,NA,db/journals/corr/corr0804.html#abs-0804-0635,abs/0804.0635,2008,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1573925,Adam Tutko|Audris Mockus|Chris Bogart|David Kennard|Marat Valiev|Russell Zaretzki|Sadika Amreen|Tapajit Dey|Yuxing Ma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2010.16196,oa,NA,CoRR,journals/corr/abs-2010-16196,2020-11-03,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,World of Code: Enabling a Research Workflow for Mining and Analyzing the Universe of Open Source VCS data.,NA,NA,db/journals/corr/corr2010.html#abs-2010-16196,abs/2010.16196,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2263223,C. Keller|S. Tus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.microrel.2010.07.107,NA,NA,Microelectron. Reliab.,journals/mr/KellerT10,2020-02-22,NA,NA,NA,NA,NA,1697-1699,NA,NA,NA,NA,NA,Investigation of open bond wires in MEMS devices.,NA,NA,db/journals/mr/mr50.html#KellerT10,50,2010,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1499896,Peter J. Brown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1080/13614560208914742|https://www.wikidata.org/entity/Q58524714,NA,NA,New Rev. Hypermedia Multim.,journals/nrhm/Brown02,2020-04-09,NA,NA,NA,NA,NA,231-255,NA,NA,NA,NA,NA,From information retrieval to hypertext linking.,NA,NA,db/journals/nrhm/nrhm8.html#Brown02,8,2002,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1002815,Carlo Combi|Luca Chittaro,NA,0000-0002-4837-4701,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/S0933-3657(99)00022-6|https://www.wikidata.org/entity/Q33179173,NA,NA,Artif. Intell. Medicine,journals/artmed/CombiC99,2020-02-20,NA,NA,NA,NA,3,271-301,NA,NA,NA,NA,NA,Abstraction on clinical data sequences: an object-oriented data model and a query language based on the event calculus.,NA,NA,db/journals/artmed/artmed17.html#CombiC99,17,1999,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
475300,Han Sun|Jiaquan Shen|Ningzhong Liu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1049/iet-ipr.2020.0841,NA,NA,IET Image Process.,journals/iet-ipr/ShenLS20,2021-03-18,NA,NA,NA,NA,15,3932-3940,NA,NA,NA,NA,NA,Defect detection of printed circuit board based on lightweight deep convolution network.,NA,NA,db/journals/iet-ipr/iet-ipr14.html#ShenLS20,14,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
808675,David M. Cash|Ivor J. A. Simpson|Jesper L. R. Andersson|Julia A. Schnabel|Manuel Jorge Cardoso|Marc Modat|Mark W. Woolrich|Sébastien Ourselin,NA,0000-0001-5605-6626|0000-0001-6107-3009|0000-0001-7833-616X|0000-0001-8460-8854,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.media.2015.08.006|https://www.wikidata.org/entity/Q40437364,oa,NA,Medical Image Anal.,journals/mia/SimpsonCMCWASO15,2021-10-14,NA,NA,NA,NA,1,203-216,NA,NA,NA,NA,NA,Probabilistic non-linear registration with spatially adaptive regularisation.,NA,NA,db/journals/mia/mia26.html#SimpsonCMCWASO15,26,2015,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
929340,Guofeng Zhang 0001|Hongsheng Li 0001|Jianping Shi|Junyi Lin|Xiaogang Wang|Yan Xu,NA,0000-0001-5661-8430|0000-0002-2664-7975|0000-0002-3462-7931|0000-0003-3257-8272,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/LRA.2022.3140794,NA,NA,IEEE Robotics Autom. Lett.,journals/ral/XuLSZWL22,2022-02-08,NA,NA,NA,NA,2,1651-1658,NA,NA,NA,NA,NA,Robust Self-Supervised LiDAR Odometry Via Representative Structure Discovery and 3D Inherent Error Modeling.,NA,NA,db/journals/ral/ral7.html#XuLSZWL22,7,2022,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2615111,Michael Z. Q. Chen|Yinlong Hu|Yun Zou|Yun Zou,NA,0000-0001-7922-8371|0000-0001-8408-4114|0000-0003-3015-2614|0000-0003-3065-0912,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1155/2019/5376360,oa,NA,Complex.,journals/complexity/ZouCHZ19,2020-09-24,NA,NA,NA,NA,NA,5376360:1-5376360:12,NA,NA,NA,NA,NA,Steady-State Analysis and Output Voltage Minimization Based Control Strategy for Electric Springs in the Smart Grid with Multiple Renewable Energy Sources.,NA,NA,db/journals/complexity/complexity2019.html#ZouCHZ19,2019,2019,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2034773,Jean-Pierre Brans|Johan Springael|Pierre L. Kunsch,NA,0000-0003-1768-5598,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/S0377-2217(03)00160-7,NA,NA,Eur. J. Oper. Res.,journals/eor/KunschSB04,2020-02-21,NA,NA,NA,NA,2,386-399,NA,NA,NA,2,NA,The zero-emission certificates: A novel CO,NA,NA,db/journals/eor/eor153.html#KunschSB04,153,2004,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
907670,Alfiia Galimzianova|Bostjan Likar|Franjo Pernus|Ziga Spiclin,NA,0000-0002-2901-6423,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.neuroimage.2015.09.047|https://www.wikidata.org/entity/Q50801247,NA,NA,NeuroImage,journals/neuroimage/GalimzianovaPLS16,2018-11-14,NA,NA,NA,NA,NA,1031-1043,NA,NA,NA,NA,NA,Stratified mixture modeling for segmentation of white-matter lesions in brain MR images.,NA,NA,db/journals/neuroimage/neuroimage124.html#GalimzianovaPLS16,124,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1086291,Alexandros Nikou|Dimitris Boskos|Dimos V. Dimarogonas|Jana Tumova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.automatica.2018.08.023,NA,NA,Autom.,journals/automatica/NikouBTD18,2020-02-20,NA,NA,NA,NA,NA,339-345,NA,NA,NA,NA,NA,On the timed temporal logic planning of coupled multi-agent systems.,NA,NA,db/journals/automatica/automatica97.html#NikouBTD18,97,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
134330,Byung-Cheon Choi|Myoung-Ju Park,NA,0000-0002-7479-6473|0000-0003-3382-6514,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1142/S0217595914500286,NA,NA,Asia Pac. J. Oper. Res.,journals/apjor/ChoiP14,2020-06-15,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Outsourcing Decisions in M-Machine Permutation Flow shop Scheduling Problems with Machine-dependent Processing times.,NA,NA,db/journals/apjor/apjor31.html#ChoiP14,31,2014,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2331413,Bilgiday Yuce|Conor Patrick|Nahid Farhady Ghalaty|Patrick Schaumont,NA,0000-0002-4586-5476,NA,NA,NA,NA,NA,NA,NA,NA,http://eprint.iacr.org/2016/850,oa,NA,IACR Cryptol. ePrint Arch.,journals/iacr/PatrickYGS16,2021-01-21,NA,NA,NA,NA,NA,850,NA,NA,informal,NA,NA,Lightweight Fault Attack Resistance in Software Using Intra-Instruction Redundancy.,NA,NA,db/journals/iacr/iacr2016.html#PatrickYGS16,2016,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1889514,Alan L. Yuille|Lingxi Xie|Qi Chen|Weichao Qiu|Yi Zhang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/1804.00248,oa,NA,CoRR,journals/corr/abs-1804-00248,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,SampleAhead: Online Classifier-Sampler Communication for Learning from Synthesized Data.,NA,NA,db/journals/corr/corr1804.html#abs-1804-00248,abs/1804.00248,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1711462,Feifei Peng|Haiming Chen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/1504.00150,oa,NA,CoRR,journals/corr/PengC15,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Discovering Restricted Regular Expressions with Interleaving.,NA,NA,db/journals/corr/corr1504.html#PengC15,abs/1504.00150,2015,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
