:START_ID,:END_ID,decision:bool,text:strin[]
9448181,1664,0,Forza juve next year we'll win the champions
9426932,1665,1,Forza juve next year we'll win the champions
10358405,1666,1,Forza juve next year we'll win the champions
9759583,1667,1,Forza juve next year we'll win the champions
9091062,1668,0,Forza juve next year we'll win the champions
9135605,1669,1,Forza juve next year we'll win the champions
9886581,1670,1,Forza juve next year we'll win the champions
8997734,1671,1,Forza juve next year we'll win the champions
9131054,1672,0,Forza juve next year we'll win the champions
9844650,1673,0,Forza juve next year we'll win the champions
9115229,1674,1,Forza juve next year we'll win the champions
9003684,1675,1,Forza juve next year we'll win the champions
9507077,1676,1,Forza juve next year we'll win the champions
8993228,1677,1,Forza juve next year we'll win the champions
9049530,1678,0,Forza juve next year we'll win the champions
9486466,1679,0,Forza juve next year we'll win the champions
9022054,1680,1,Forza juve next year we'll win the champions
8974251,1681,0,Forza juve next year we'll win the champions
9821175,1682,1,Forza juve next year we'll win the champions
9450268,1683,1,Forza juve next year we'll win the champions
9007874,1684,1,Forza juve next year we'll win the champions
9099506,1685,1,Forza juve next year we'll win the champions
9032985,1686,1,Forza juve next year we'll win the champions
10570283,1687,1,Forza juve next year we'll win the champions
9656412,1688,1,Forza juve next year we'll win the champions
8976408,1689,1,Forza juve next year we'll win the champions
9417539,1690,1,Forza juve next year we'll win the champions
10152456,1691,0,Forza juve next year we'll win the champions
9073909,1692,1,Forza juve next year we'll win the champions
9749734,1693,1,Forza juve next year we'll win the champions
9439926,1694,0,Forza juve next year we'll win the champions
9159758,1695,1,Forza juve next year we'll win the champions
9117801,1696,0,Forza juve next year we'll win the champions
9221470,1697,1,Forza juve next year we'll win the champions
9146741,1698,1,Forza juve next year we'll win the champions
10687210,1699,0,Forza juve next year we'll win the champions
9910764,1700,1,Forza juve next year we'll win the champions
9072242,1701,1,Forza juve next year we'll win the champions
10743643,1702,0,Forza juve next year we'll win the champions
9096329,1703,1,Forza juve next year we'll win the champions
9097854,1704,1,Forza juve next year we'll win the champions
9974939,1705,0,Forza juve next year we'll win the champions
9157413,1706,1,Forza juve next year we'll win the champions
9307336,1707,0,Forza juve next year we'll win the champions
9247983,1708,1,Forza juve next year we'll win the champions
9388416,1709,1,Forza juve next year we'll win the champions
9416369,1710,1,Forza juve next year we'll win the champions
9379288,1711,1,Forza juve next year we'll win the champions
9009577,1712,0,Forza juve next year we'll win the champions
9131663,1713,1,Forza juve next year we'll win the champions
9849990,1714,1,Forza juve next year we'll win the champions
9065488,1715,1,Forza juve next year we'll win the champions
9757414,1716,0,Forza juve next year we'll win the champions
9213421,1717,1,Forza juve next year we'll win the champions
9819142,1718,1,Forza juve next year we'll win the champions
9277180,1719,0,Forza juve next year we'll win the champions
10900773,1720,1,Forza juve next year we'll win the champions
9133917,1721,1,Forza juve next year we'll win the champions
9694284,1722,0,Forza juve next year we'll win the champions
9090431,1723,1,Forza juve next year we'll win the champions
9131127,1724,0,Forza juve next year we'll win the champions
9061294,1725,1,Forza juve next year we'll win the champions
9822054,1726,1,Forza juve next year we'll win the champions
9527029,1727,1,Forza juve next year we'll win the champions
10604697,1728,1,Forza juve next year we'll win the champions
9243259,1729,1,Forza juve next year we'll win the champions
9112433,1730,1,Forza juve next year we'll win the champions
9220107,1731,0,Forza juve next year we'll win the champions
9358039,1732,1,Forza juve next year we'll win the champions
10321063,1733,1,Forza juve next year we'll win the champions
8999136,1734,1,Forza juve next year we'll win the champions
10615805,1735,1,Forza juve next year we'll win the champions
9778395,1736,1,Forza juve next year we'll win the champions
9222925,1737,1,Forza juve next year we'll win the champions
10532339,1738,1,Forza juve next year we'll win the champions
9069602,1739,1,Forza juve next year we'll win the champions
9583597,1740,1,Forza juve next year we'll win the champions
10059624,1741,1,Forza juve next year we'll win the champions
9545194,1742,0,Forza juve next year we'll win the champions
10114800,1743,1,Forza juve next year we'll win the champions
9695771,1744,1,Forza juve next year we'll win the champions
9635601,1745,1,Forza juve next year we'll win the champions
9513724,1746,1,Forza juve next year we'll win the champions
9881777,1747,1,Forza juve next year we'll win the champions
8983315,1748,1,Forza juve next year we'll win the champions
9006479,1749,0,Forza juve next year we'll win the champions
10114342,1750,0,Forza juve next year we'll win the champions
9687017,1751,1,Forza juve next year we'll win the champions
9263123,1752,0,Forza juve next year we'll win the champions
9542512,1753,1,Forza juve next year we'll win the champions
10412969,1754,1,Forza juve next year we'll win the champions
10693445,1755,1,Forza juve next year we'll win the champions
9350746,1756,1,Forza juve next year we'll win the champions
9106628,1757,1,Forza juve next year we'll win the champions
9103567,1758,1,Forza juve next year we'll win the champions
8974124,1759,1,Forza juve next year we'll win the champions
9049170,1760,1,Forza juve next year we'll win the champions
9494300,1761,1,Forza juve next year we'll win the champions
8986938,1762,0,Forza juve next year we'll win the champions
10902319,1763,1,Forza juve next year we'll win the champions
8976080,1764,0,Forza juve next year we'll win the champions
9254695,1765,1,Forza juve next year we'll win the champions
9807751,1766,1,Forza juve next year we'll win the champions
9161299,1767,0,Forza juve next year we'll win the champions
9302515,1768,1,Forza juve next year we'll win the champions
9464556,1769,0,Forza juve next year we'll win the champions
9631638,1770,0,Forza juve next year we'll win the champions
10325878,1771,1,Forza juve next year we'll win the champions
9172114,1772,0,Forza juve next year we'll win the champions
8982857,1773,1,Forza juve next year we'll win the champions
9726369,1774,1,Forza juve next year we'll win the champions
9919684,1775,1,Forza juve next year we'll win the champions
9097779,1776,1,Forza juve next year we'll win the champions
9310644,1777,1,Forza juve next year we'll win the champions
9389447,1778,1,Forza juve next year we'll win the champions
10788293,1779,1,Forza juve next year we'll win the champions
8976400,1780,0,Forza juve next year we'll win the champions
9471998,1781,1,Forza juve next year we'll win the champions
9408008,1782,1,Forza juve next year we'll win the champions
9544957,1783,1,Forza juve next year we'll win the champions
8999800,1784,1,Forza juve next year we'll win the champions
9518944,1785,0,Forza juve next year we'll win the champions
10159066,1786,1,Forza juve next year we'll win the champions
9544333,1787,1,Forza juve next year we'll win the champions
9297984,1788,1,Forza juve next year we'll win the champions
9092663,1789,1,Forza juve next year we'll win the champions
9445836,1790,1,Forza juve next year we'll win the champions
9451831,1791,0,Forza juve next year we'll win the champions
9062111,1792,1,Forza juve next year we'll win the champions
10361340,1793,1,Forza juve next year we'll win the champions
9526447,1794,1,Forza juve next year we'll win the champions
9047287,1795,1,Forza juve next year we'll win the champions
10099471,1796,0,Forza juve next year we'll win the champions
9448053,1797,1,Forza juve next year we'll win the champions
9237186,1798,1,Forza juve next year we'll win the champions
9268321,1799,0,Forza juve next year we'll win the champions
9147002,1800,1,Forza juve next year we'll win the champions
9498401,1801,1,Forza juve next year we'll win the champions
10415403,1802,1,Forza juve next year we'll win the champions
10687835,1803,1,Forza juve next year we'll win the champions
10341698,1804,0,Forza juve next year we'll win the champions
9226903,1805,1,Forza juve next year we'll win the champions
9000552,1806,1,Forza juve next year we'll win the champions
9212100,1807,1,Forza juve next year we'll win the champions
10680477,1808,0,Forza juve next year we'll win the champions
9057012,1809,1,Forza juve next year we'll win the champions
9008496,1810,1,Forza juve next year we'll win the champions
9486701,1811,1,Forza juve next year we'll win the champions
9221900,1812,1,Forza juve next year we'll win the champions
9434341,1813,1,Forza juve next year we'll win the champions
9101096,1814,1,Forza juve next year we'll win the champions
10423810,1815,1,Forza juve next year we'll win the champions
9580635,1816,1,Forza juve next year we'll win the champions
9302521,1817,1,Forza juve next year we'll win the champions
9249495,1818,1,Forza juve next year we'll win the champions
9806837,1819,1,Forza juve next year we'll win the champions
9186886,1820,1,Forza juve next year we'll win the champions
9822256,1821,1,Forza juve next year we'll win the champions
9824204,1822,1,Forza juve next year we'll win the champions
10526551,1823,1,Forza juve next year we'll win the champions
9499747,1824,1,Forza juve next year we'll win the champions
9204705,1825,1,Forza juve next year we'll win the champions
9048857,1826,1,Forza juve next year we'll win the champions
9076746,1827,0,Forza juve next year we'll win the champions
9250986,1828,1,Forza juve next year we'll win the champions
9513883,1829,1,Forza juve next year we'll win the champions
9173279,1830,1,Forza juve next year we'll win the champions
9062176,1831,0,Forza juve next year we'll win the champions
9518910,1832,1,Forza juve next year we'll win the champions
9090312,1833,0,Forza juve next year we'll win the champions
9019712,1834,1,Forza juve next year we'll win the champions
9659398,1835,1,Forza juve next year we'll win the champions
9246377,1836,0,Forza juve next year we'll win the champions
9486699,1837,1,Forza juve next year we'll win the champions
9773242,1838,1,Forza juve next year we'll win the champions
10655819,1839,1,Forza juve next year we'll win the champions
9087012,1840,0,Forza juve next year we'll win the champions
9472963,1841,1,Forza juve next year we'll win the champions
9956249,1842,1,Forza juve next year we'll win the champions
9345672,1843,1,Forza juve next year we'll win the champions
9868673,1844,1,Forza juve next year we'll win the champions
9114360,1845,0,Forza juve next year we'll win the champions
9268321,1846,1,Forza juve next year we'll win the champions
8980399,1847,1,Forza juve next year we'll win the champions
9538296,1848,1,Forza juve next year we'll win the champions
9092663,1849,0,Forza juve next year we'll win the champions
9050708,1850,0,Forza juve next year we'll win the champions
9112410,1851,1,Forza juve next year we'll win the champions
9799858,1852,1,Forza juve next year we'll win the champions
9275187,1853,1,Forza juve next year we'll win the champions
9598077,1854,1,Forza juve next year we'll win the champions
9197910,1855,1,Forza juve next year we'll win the champions
9227541,1856,1,Forza juve next year we'll win the champions
9143050,1857,1,Forza juve next year we'll win the champions
9544168,1858,1,Forza juve next year we'll win the champions
9622541,1859,1,Forza juve next year we'll win the champions
10568289,1860,1,Forza juve next year we'll win the champions
9046967,1861,1,Forza juve next year we'll win the champions
9043457,1862,0,Forza juve next year we'll win the champions
9245944,1863,0,Forza juve next year we'll win the champions
10874186,1864,1,Forza juve next year we'll win the champions
9054756,1865,1,Forza juve next year we'll win the champions
10439008,1866,1,Forza juve next year we'll win the champions
9428238,1867,0,Forza juve next year we'll win the champions
9288646,1868,1,Forza juve next year we'll win the champions
9156553,1869,0,Forza juve next year we'll win the champions
9189279,1870,1,Forza juve next year we'll win the champions
9672199,1871,0,Forza juve next year we'll win the champions
9229225,1872,1,Forza juve next year we'll win the champions
9075756,1873,1,Forza juve next year we'll win the champions
10184652,1874,1,Forza juve next year we'll win the champions
9601045,1875,0,Forza juve next year we'll win the champions
9633066,1876,1,Forza juve next year we'll win the champions
9463853,1877,1,Forza juve next year we'll win the champions
9056443,1878,1,Forza juve next year we'll win the champions
9616839,1879,1,Forza juve next year we'll win the champions
10597188,1880,1,Forza juve next year we'll win the champions
10795804,1881,1,Forza juve next year we'll win the champions
9922748,1882,0,Forza juve next year we'll win the champions
9155137,1883,1,Forza juve next year we'll win the champions
10566718,1884,1,Forza juve next year we'll win the champions
9044136,1885,1,Forza juve next year we'll win the champions
9889756,1886,1,Forza juve next year we'll win the champions
10322533,1887,0,Forza juve next year we'll win the champions
9579355,1888,1,Forza juve next year we'll win the champions
9508049,1889,1,Forza juve next year we'll win the champions
9603598,1890,1,Forza juve next year we'll win the champions
10207988,1891,1,Forza juve next year we'll win the champions
9638185,1892,1,Forza juve next year we'll win the champions
9718244,1893,1,Forza juve next year we'll win the champions
9133119,1894,1,Forza juve next year we'll win the champions
9024047,1895,1,Forza juve next year we'll win the champions
9069200,1896,1,Forza juve next year we'll win the champions
9098833,1897,0,Forza juve next year we'll win the champions
9501440,1898,0,Forza juve next year we'll win the champions
8988745,1899,1,Forza juve next year we'll win the champions
9327871,1900,1,Forza juve next year we'll win the champions
9299637,1901,1,Forza juve next year we'll win the champions
9411163,1902,0,Forza juve next year we'll win the champions
9185816,1903,1,Forza juve next year we'll win the champions
9618648,1904,1,Forza juve next year we'll win the champions
9303251,1905,1,Forza juve next year we'll win the champions
9738327,1906,1,Forza juve next year we'll win the champions
8986988,1907,0,Forza juve next year we'll win the champions
9867655,1908,1,Forza juve next year we'll win the champions
9782225,1909,0,Forza juve next year we'll win the champions
9522983,1910,1,Forza juve next year we'll win the champions
9654156,1911,1,Forza juve next year we'll win the champions
9043609,1912,1,Forza juve next year we'll win the champions
9265032,1913,1,Forza juve next year we'll win the champions
9501440,1914,0,Forza juve next year we'll win the champions
10375618,1915,1,Forza juve next year we'll win the champions
10636484,1916,1,Forza juve next year we'll win the champions
9043511,1917,1,Forza juve next year we'll win the champions
9038761,1918,1,Forza juve next year we'll win the champions
9675697,1919,1,Forza juve next year we'll win the champions
9298314,1920,1,Forza juve next year we'll win the champions
8983983,1921,1,Forza juve next year we'll win the champions
9068084,1922,1,Forza juve next year we'll win the champions
10385670,1923,0,Forza juve next year we'll win the champions
9048573,1924,1,Forza juve next year we'll win the champions
10754294,1925,1,Forza juve next year we'll win the champions
10339560,1926,0,Forza juve next year we'll win the champions
9233100,1927,1,Forza juve next year we'll win the champions
9074431,1928,1,Forza juve next year we'll win the champions
9074155,1929,1,Forza juve next year we'll win the champions
9140631,1930,1,Forza juve next year we'll win the champions
9755444,1931,1,Forza juve next year we'll win the champions
9081457,1932,1,Forza juve next year we'll win the champions
9271901,1933,1,Forza juve next year we'll win the champions
9418575,1934,1,Forza juve next year we'll win the champions
9162053,1935,0,Forza juve next year we'll win the champions
9016539,1936,1,Forza juve next year we'll win the champions
9045752,1937,1,Forza juve next year we'll win the champions
8972588,1938,1,Forza juve next year we'll win the champions
9230088,1939,1,Forza juve next year we'll win the champions
10251037,1940,1,Forza juve next year we'll win the champions
9052016,1941,0,Forza juve next year we'll win the champions
8982563,1942,1,Forza juve next year we'll win the champions
9620567,1943,1,Forza juve next year we'll win the champions
10603282,1944,1,Forza juve next year we'll win the champions
9417694,1945,1,Forza juve next year we'll win the champions
9509958,1946,1,Forza juve next year we'll win the champions
9761225,1947,1,Forza juve next year we'll win the champions
9033445,1948,1,Forza juve next year we'll win the champions
9114639,1949,1,Forza juve next year we'll win the champions
9048000,1950,1,Forza juve next year we'll win the champions
9084500,1951,0,Forza juve next year we'll win the champions
9015621,1952,1,Forza juve next year we'll win the champions
9671782,1953,0,Forza juve next year we'll win the champions
9842220,1954,0,Forza juve next year we'll win the champions
9068002,1955,1,Forza juve next year we'll win the champions
9312596,1956,1,Forza juve next year we'll win the champions
9662523,1957,1,Forza juve next year we'll win the champions
9331163,1958,1,Forza juve next year we'll win the champions
9677624,1959,1,Forza juve next year we'll win the champions
9109293,1960,0,Forza juve next year we'll win the champions
9042647,1961,0,Forza juve next year we'll win the champions
9914493,1962,1,Forza juve next year we'll win the champions
9060018,1963,1,Forza juve next year we'll win the champions
10603667,1964,1,Forza juve next year we'll win the champions
9204722,1965,0,Forza juve next year we'll win the champions
9301080,1966,0,Forza juve next year we'll win the champions
9398262,1967,0,Forza juve next year we'll win the champions
8979978,1968,0,Forza juve next year we'll win the champions
8979477,1969,1,Forza juve next year we'll win the champions
9163398,1970,0,Forza juve next year we'll win the champions
10783076,1971,1,Forza juve next year we'll win the champions
9242297,1972,1,Forza juve next year we'll win the champions
9782151,1973,1,Forza juve next year we'll win the champions
9140631,1974,0,Forza juve next year we'll win the champions
9012103,1975,1,Forza juve next year we'll win the champions
9055328,1976,1,Forza juve next year we'll win the champions
9313684,1977,1,Forza juve next year we'll win the champions
8981963,1978,1,Forza juve next year we'll win the champions
10881770,1979,0,Forza juve next year we'll win the champions
9410240,1980,0,Forza juve next year we'll win the champions
9726031,1981,0,Forza juve next year we'll win the champions
9042751,1982,1,Forza juve next year we'll win the champions
9053119,1983,1,Forza juve next year we'll win the champions
9492306,1984,1,Forza juve next year we'll win the champions
9157944,1985,1,Forza juve next year we'll win the champions
9413921,1986,1,Forza juve next year we'll win the champions
9775496,1987,1,Forza juve next year we'll win the champions
9163338,1988,0,Forza juve next year we'll win the champions
9455163,1989,1,Forza juve next year we'll win the champions
9100890,1990,1,Forza juve next year we'll win the champions
9263586,1991,0,Forza juve next year we'll win the champions
9399585,1992,0,Forza juve next year we'll win the champions
9253860,1993,1,Forza juve next year we'll win the champions
8975522,1994,1,Forza juve next year we'll win the champions
10177972,1995,0,Forza juve next year we'll win the champions
9051379,1996,1,Forza juve next year we'll win the champions
9607260,1997,1,Forza juve next year we'll win the champions
9745387,1998,1,Forza juve next year we'll win the champions
9319806,1999,1,Forza juve next year we'll win the champions
10341492,2000,1,Forza juve next year we'll win the champions
9282834,2001,1,Forza juve next year we'll win the champions
9431201,2002,1,Forza juve next year we'll win the champions
10353728,2003,1,Forza juve next year we'll win the champions
9755537,2004,1,Forza juve next year we'll win the champions
10053703,2005,0,Forza juve next year we'll win the champions
9281201,2006,1,Forza juve next year we'll win the champions
9281227,2007,0,Forza juve next year we'll win the champions
9095246,2008,1,Forza juve next year we'll win the champions
9172113,2009,1,Forza juve next year we'll win the champions
9124051,2010,0,Forza juve next year we'll win the champions
10063227,2011,1,Forza juve next year we'll win the champions
9004952,2012,0,Forza juve next year we'll win the champions
9053540,2013,1,Forza juve next year we'll win the champions
9054934,2014,0,Forza juve next year we'll win the champions
9246130,2015,0,Forza juve next year we'll win the champions
9093902,2016,1,Forza juve next year we'll win the champions
9888048,2017,1,Forza juve next year we'll win the champions
9472553,2018,1,Forza juve next year we'll win the champions
9052482,2019,0,Forza juve next year we'll win the champions
9217361,2020,1,Forza juve next year we'll win the champions
9283584,2021,1,Forza juve next year we'll win the champions
10018879,2022,1,Forza juve next year we'll win the champions
9586053,2023,0,Forza juve next year we'll win the champions
9216218,2024,0,Forza juve next year we'll win the champions
9298706,2025,1,Forza juve next year we'll win the champions
9665805,2026,1,Forza juve next year we'll win the champions
9520126,2027,0,Forza juve next year we'll win the champions
8967504,2028,1,Forza juve next year we'll win the champions
9293968,2029,1,Forza juve next year we'll win the champions
9947007,2030,1,Forza juve next year we'll win the champions
10927246,2031,1,Forza juve next year we'll win the champions
9000338,2032,1,Forza juve next year we'll win the champions
9412221,2033,0,Forza juve next year we'll win the champions
9087082,2034,1,Forza juve next year we'll win the champions
10322512,2035,1,Forza juve next year we'll win the champions
9099706,2036,1,Forza juve next year we'll win the champions
9413020,2037,0,Forza juve next year we'll win the champions
9401943,2038,1,Forza juve next year we'll win the champions
9063612,2039,1,Forza juve next year we'll win the champions
10323436,2040,0,Forza juve next year we'll win the champions
9489490,2041,1,Forza juve next year we'll win the champions
9861968,2042,1,Forza juve next year we'll win the champions
9285157,2043,1,Forza juve next year we'll win the champions
9041420,2044,0,Forza juve next year we'll win the champions
9546581,2045,1,Forza juve next year we'll win the champions
9467521,2046,1,Forza juve next year we'll win the champions
9158394,2047,0,Forza juve next year we'll win the champions
9067972,2048,1,Forza juve next year we'll win the champions
10189664,2049,1,Forza juve next year we'll win the champions
9192111,2050,1,Forza juve next year we'll win the champions
9461299,2051,0,Forza juve next year we'll win the champions
9263419,2052,1,Forza juve next year we'll win the champions
10512276,2053,1,Forza juve next year we'll win the champions
10370838,2054,1,Forza juve next year we'll win the champions
9240225,2055,1,Forza juve next year we'll win the champions
10696836,2056,1,Forza juve next year we'll win the champions
10003104,2057,1,Forza juve next year we'll win the champions
10301674,2058,0,Forza juve next year we'll win the champions
9330244,2059,1,Forza juve next year we'll win the champions
9996243,2060,1,Forza juve next year we'll win the champions
9714750,2061,0,Forza juve next year we'll win the champions
9092015,2062,1,Forza juve next year we'll win the champions
9373554,2063,1,Forza juve next year we'll win the champions
9537146,2064,0,Forza juve next year we'll win the champions
10362000,2065,1,Forza juve next year we'll win the champions
10664171,2066,0,Forza juve next year we'll win the champions
9047139,2067,1,Forza juve next year we'll win the champions
10661868,2068,1,Forza juve next year we'll win the champions
9101735,2069,0,Forza juve next year we'll win the champions
9811316,2070,1,Forza juve next year we'll win the champions
9111348,2071,1,Forza juve next year we'll win the champions
8986484,2072,1,Forza juve next year we'll win the champions
9511362,2073,1,Forza juve next year we'll win the champions
9450729,2074,1,Forza juve next year we'll win the champions
9033213,2075,1,Forza juve next year we'll win the champions
10323458,2076,1,Forza juve next year we'll win the champions
9313636,2077,1,Forza juve next year we'll win the champions
9043457,2078,0,Forza juve next year we'll win the champions
9688622,2079,1,Forza juve next year we'll win the champions
9799860,2080,0,Forza juve next year we'll win the champions
9829173,2081,0,Forza juve next year we'll win the champions
9689311,2082,1,Forza juve next year we'll win the champions
10889570,2083,1,Forza juve next year we'll win the champions
9253541,2084,0,Forza juve next year we'll win the champions
9811264,2085,1,Forza juve next year we'll win the champions
9462435,2086,1,Forza juve next year we'll win the champions
9898840,2087,1,Forza juve next year we'll win the champions
9186359,2088,1,Forza juve next year we'll win the champions
9275009,2089,1,Forza juve next year we'll win the champions
9095246,2090,1,Forza juve next year we'll win the champions
9257216,2091,1,Forza juve next year we'll win the champions
9499473,2092,1,Forza juve next year we'll win the champions
9487302,2093,1,Forza juve next year we'll win the champions
10380893,2094,1,Forza juve next year we'll win the champions
8973760,2095,1,Forza juve next year we'll win the champions
9399585,2096,1,Forza juve next year we'll win the champions
8974420,2097,1,Forza juve next year we'll win the champions
10573893,2098,1,Forza juve next year we'll win the champions
9084182,2099,0,Forza juve next year we'll win the champions
9037298,2100,1,Forza juve next year we'll win the champions
10044347,2101,1,Forza juve next year we'll win the champions
9944799,2102,1,Forza juve next year we'll win the champions
9479908,2103,0,Forza juve next year we'll win the champions
9190516,2104,0,Forza juve next year we'll win the champions
9450524,2105,1,Forza juve next year we'll win the champions
10072741,2106,1,Forza juve next year we'll win the champions
10753824,2107,1,Forza juve next year we'll win the champions
9202604,2108,1,Forza juve next year we'll win the champions
9048375,2109,1,Forza juve next year we'll win the champions
9583268,2110,1,Forza juve next year we'll win the champions
10250952,2111,1,Forza juve next year we'll win the champions
9834144,2112,0,Forza juve next year we'll win the champions
9052750,2113,1,Forza juve next year we'll win the champions
9866667,2114,1,Forza juve next year we'll win the champions
8983161,2115,1,Forza juve next year we'll win the champions
9653012,2116,0,Forza juve next year we'll win the champions
9135806,2117,1,Forza juve next year we'll win the champions
9501181,2118,1,Forza juve next year we'll win the champions
9445384,2119,1,Forza juve next year we'll win the champions
9172220,2120,0,Forza juve next year we'll win the champions
9626205,2121,1,Forza juve next year we'll win the champions
9018973,2122,1,Forza juve next year we'll win the champions
9131054,2123,1,Forza juve next year we'll win the champions
9074570,2124,1,Forza juve next year we'll win the champions
9228844,2125,1,Forza juve next year we'll win the champions
9850497,2126,0,Forza juve next year we'll win the champions
10218922,2127,1,Forza juve next year we'll win the champions
9102259,2128,1,Forza juve next year we'll win the champions
9211406,2129,1,Forza juve next year we'll win the champions
9393908,2130,1,Forza juve next year we'll win the champions
10697730,2131,1,Forza juve next year we'll win the champions
9049739,2132,0,Forza juve next year we'll win the champions
9233132,2133,0,Forza juve next year we'll win the champions
10744312,2134,1,Forza juve next year we'll win the champions
9189279,2135,1,Forza juve next year we'll win the champions
10110072,2136,1,Forza juve next year we'll win the champions
9101715,2137,1,Forza juve next year we'll win the champions
8980268,2138,1,Forza juve next year we'll win the champions
9384840,2139,1,Forza juve next year we'll win the champions
10370840,2140,0,Forza juve next year we'll win the champions
10539291,2141,0,Forza juve next year we'll win the champions
9347892,2142,1,Forza juve next year we'll win the champions
9184102,2143,1,Forza juve next year we'll win the champions
10291616,2144,0,Forza juve next year we'll win the champions
9062801,2145,1,Forza juve next year we'll win the champions
9242459,2146,0,Forza juve next year we'll win the champions
9044966,2147,0,Forza juve next year we'll win the champions
9097779,2148,1,Forza juve next year we'll win the champions
9148318,2149,1,Forza juve next year we'll win the champions
9221105,2150,0,Forza juve next year we'll win the champions
10145396,2151,1,Forza juve next year we'll win the champions
9221523,2152,1,Forza juve next year we'll win the champions
9527191,2153,1,Forza juve next year we'll win the champions
8967421,2154,1,Forza juve next year we'll win the champions
9121733,2155,1,Forza juve next year we'll win the champions
9646277,2156,0,Forza juve next year we'll win the champions
10827048,2157,1,Forza juve next year we'll win the champions
9632349,2158,0,Forza juve next year we'll win the champions
8982628,2159,0,Forza juve next year we'll win the champions
9596653,2160,1,Forza juve next year we'll win the champions
9337215,2161,1,Forza juve next year we'll win the champions
9248539,2162,1,Forza juve next year we'll win the champions
9038821,2163,0,Forza juve next year we'll win the champions
9047477,2164,1,Forza juve next year we'll win the champions
8973825,2165,1,Forza juve next year we'll win the champions
9910765,2166,0,Forza juve next year we'll win the champions
9099944,2167,1,Forza juve next year we'll win the champions
10753823,2168,1,Forza juve next year we'll win the champions
9935508,2169,0,Forza juve next year we'll win the champions
9091913,2170,1,Forza juve next year we'll win the champions
9487089,2171,1,Forza juve next year we'll win the champions
9298198,2172,1,Forza juve next year we'll win the champions
9057510,2173,1,Forza juve next year we'll win the champions
10210882,2174,0,Forza juve next year we'll win the champions
9458804,2175,0,Forza juve next year we'll win the champions
9058156,2176,1,Forza juve next year we'll win the champions
9324975,2177,1,Forza juve next year we'll win the champions
9343327,2178,1,Forza juve next year we'll win the champions
9156319,2179,1,Forza juve next year we'll win the champions
10213565,2180,1,Forza juve next year we'll win the champions
9043094,2181,0,Forza juve next year we'll win the champions
9405407,2182,0,Forza juve next year we'll win the champions
9412361,2183,1,Forza juve next year we'll win the champions
10550182,2184,0,Forza juve next year we'll win the champions
9383617,2185,1,Forza juve next year we'll win the champions
10353728,2186,0,Forza juve next year we'll win the champions
9881148,2187,1,Forza juve next year we'll win the champions
9316620,2188,1,Forza juve next year we'll win the champions
10654963,2189,1,Forza juve next year we'll win the champions
9807936,2190,0,Forza juve next year we'll win the champions
10733168,2191,1,Forza juve next year we'll win the champions
9814332,2192,1,Forza juve next year we'll win the champions
9225807,2193,1,Forza juve next year we'll win the champions
10605206,2194,1,Forza juve next year we'll win the champions
9840960,2195,1,Forza juve next year we'll win the champions
9245252,2196,1,Forza juve next year we'll win the champions
9427343,2197,1,Forza juve next year we'll win the champions
9015213,2198,0,Forza juve next year we'll win the champions
10295581,2199,1,Forza juve next year we'll win the champions
9181089,2200,1,Forza juve next year we'll win the champions
9174772,2201,1,Forza juve next year we'll win the champions
9188715,2202,1,Forza juve next year we'll win the champions
9359600,2203,1,Forza juve next year we'll win the champions
10681527,2204,1,Forza juve next year we'll win the champions
9393587,2205,0,Forza juve next year we'll win the champions
9282176,2206,1,Forza juve next year we'll win the champions
8970043,2207,1,Forza juve next year we'll win the champions
9252158,2208,1,Forza juve next year we'll win the champions
10526111,2209,1,Forza juve next year we'll win the champions
10512091,2210,1,Forza juve next year we'll win the champions
9096872,2211,1,Forza juve next year we'll win the champions
9782166,2212,1,Forza juve next year we'll win the champions
9039044,2213,1,Forza juve next year we'll win the champions
8973499,2214,1,Forza juve next year we'll win the champions
9072931,2215,1,Forza juve next year we'll win the champions
9002899,2216,1,Forza juve next year we'll win the champions
9974183,2217,0,Forza juve next year we'll win the champions
8973979,2218,1,Forza juve next year we'll win the champions
9542460,2219,0,Forza juve next year we'll win the champions
9509120,2220,1,Forza juve next year we'll win the champions
9143940,2221,1,Forza juve next year we'll win the champions
9345914,2222,1,Forza juve next year we'll win the champions
9556379,2223,1,Forza juve next year we'll win the champions
9040867,2224,1,Forza juve next year we'll win the champions
9060824,2225,0,Forza juve next year we'll win the champions
9671733,2226,1,Forza juve next year we'll win the champions
9319423,2227,1,Forza juve next year we'll win the champions
10282063,2228,1,Forza juve next year we'll win the champions
9695247,2229,0,Forza juve next year we'll win the champions
9139086,2230,0,Forza juve next year we'll win the champions
10034779,2231,1,Forza juve next year we'll win the champions
9035902,2232,1,Forza juve next year we'll win the champions
9028487,2233,0,Forza juve next year we'll win the champions
9767835,2234,1,Forza juve next year we'll win the champions
10757321,2235,1,Forza juve next year we'll win the champions
9157944,2236,1,Forza juve next year we'll win the champions
9789815,2237,1,Forza juve next year we'll win the champions
9302008,2238,1,Forza juve next year we'll win the champions
9642460,2239,1,Forza juve next year we'll win the champions
8992240,2240,1,Forza juve next year we'll win the champions
10169819,2241,1,Forza juve next year we'll win the champions
8992631,2242,1,Forza juve next year we'll win the champions
10272689,2243,1,Forza juve next year we'll win the champions
10517233,2244,1,Forza juve next year we'll win the champions
9078873,2245,1,Forza juve next year we'll win the champions
